ItemID,category_id,name,description,price,brand,image,AllImagesURLs,ItemSpecifications
B08D3V6GJS,27060758031,Dabur Ashwagandha Tablets - 60 tabs | General Wellness Tablets | Stress Relief | Rich in Antioxidants | Immunity Booster | Rich in Antioxidants | Rejuvenates Body,"['Boosts Immunity: Ashwagandha is known to significantly increase WBCs in the body thereby boosting the strength of the immune system to fight infections.', 'Stress: Ashwagandha helps to reduce serum cortisol levels, which is the main stress hormone in the body, thereby helping to relieve stress.; Anti-Fatigue: Ashwagandha helps to combat fatigue and in boosting energy levels', 'Anti-oxidant properties: ashwagandha is known to have anti-oxidant properties which helps protect against daily wear & tear and helps keep cells healthy over the period of time.', 'Cognitive Functions/Brain Health: Ashwagandha is also known to help enhance cognitive functions.', 'Material Features: Vegetarian; Container Type: Bottle;']",169,,https://m.media-amazon.com/images/I/71HmLo+HqpL._SL1500_.jpg,"[""https://m.media-amazon.com/images/I/71HmLo+HqpL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71T4+2zzg7L._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71vFq7uVL-L._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/81abDswFqmL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71FQL+zd1cL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/81+FEGEb28L._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/81aM5WvME2L._SL1500_.jpg""]","{""Manufacturer"": ""Dabur India Ltd, Dabur India Ltd"", ""Country of Origin"": ""India"", ""Item model number"": ""FR36106002"", ""Product Dimensions"": ""212.6 x 59.1 x 374 cm; 140 g"", ""ASIN"": ""B08D3V6GJS"", ""Packer"": ""Dabur India Ltd"", ""Item Weight"": ""140 g"", ""Item Dimensions LxWxH"": ""2.13 x 0.59 x 3.74 Meters"", ""Net Quantity"": ""60 count"", ""Included Components"": ""1"", ""Generic Name"": ""Ashwagandha Tablet"", ""Best Sellers Rank"": ""#1,015 in Health & Personal Care (See Top 100 in Health & Personal Care)   #6 in Ashwagandha""}"
B005LF4S16,11364705031,Himalaya Liv.52 Tablets - 100 Counts,"['Country of Origin: India', 'Indications: - Protects the liver against various hepatotaxins, corrects liver dysfunction and damage, promotes appetite and growth', 'Manufactured by : The Himalaya Drug Company', 'Dosage: For Adults use 2-3 tablets , 3-4 times a day and For children use 1-2 tablets 3-4 times a day']",150,,https://m.media-amazon.com/images/I/61Ae9LI-PPL._SL1500_.jpg,"[""https://m.media-amazon.com/images/I/61Ae9LI-PPL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61w3K9BTZpL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71F1GRcl2qL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/81Xvvf7w9HL._SL1500_.jpg""]","{""Manufacturer"": ""Himalaya Wellness Company, Himalaya Wellness Company, Makali, Bangalore - 562162, Karnataka, India"", ""Country of Origin"": ""India"", ""Item model number"": ""7000263"", ""Product Dimensions"": ""6.5 x 4.8 x 9.2 cm; 230 g"", ""ASIN"": ""B005LF4S16"", ""Packer"": ""Himalaya Wellness Company, Makali, Bangalore - 562162, Karnataka, India"", ""Importer"": ""Himalaya Wellness Company, Makali, Bangalore - 562162, Karnataka, India"", ""Item Weight"": ""230 g"", ""Item Dimensions LxWxH"": ""6.5 x 4.8 x 9.2 Centimeters"", ""Net Quantity"": ""100 count"", ""Included Components"": ""100 tablets"", ""Generic Name"": ""Tablets"", ""Best Sellers Rank"": ""#1,194 in Health & Personal Care (See Top 100 in Health & Personal Care)   #57 in Herbal Supplements""}"
B08KS3G1FQ,9530422031,Himalaya Wellness | Pilex Forte Ointment | Piles Treatment | Trusted Piles Treatment|30g,"['Controls bleeding', 'Comes with a special applicator', 'Reduces pain', 'Controls irritation and itching']",97,,https://m.media-amazon.com/images/I/513cCX5AfWL._SL1124_.jpg,"[""https://m.media-amazon.com/images/I/513cCX5AfWL._SL1124_.jpg"", ""https://m.media-amazon.com/images/I/513cCX5AfWL._SL1124_.jpg"", ""https://m.media-amazon.com/images/I/513cCX5AfWL._SL1124_.jpg""]","{""Manufacturer"": ""The Himalaya Drug Company, Himalaya Wellness Company, Makali, Bangalore - 562162, Karnataka, India"", ""Country of Origin"": ""India"", ""Item model number"": ""7004386"", ""Product Dimensions"": ""5 x 5 x 5 cm; 30 g"", ""ASIN"": ""B08KS3G1FQ"", ""Packer"": ""Himalaya Wellness Company, Makali, Bangalore - 562162, Karnataka, India"", ""Importer"": ""Himalaya Wellness Company, Makali, Bangalore - 562162, Karnataka, India"", ""Item Weight"": ""30 g"", ""Item Dimensions LxWxH"": ""50 x 50 x 50 Millimeters"", ""Net Quantity"": ""30.0 gram"", ""Generic Name"": ""OINTMENT"", ""Best Sellers Rank"": ""#2,610 in Health & Personal Care (See Top 100 in Health & Personal Care)   #19 in Digestion & Nausea   #102 in Face Creams""}"
B0748HQW6C,11364693031,"WOW Omega-3 Fish Oil 1000 mg Triple Strength 550mg EPA 350mg DHA, Burpless, Mercury free, Ideal for Keto Diet","['60 capsules per pack. Premium, bio-available omega 3 essential fatty acids in the most optimal health friendly 3:2 EPA:DHA ratio,Get 3-4 times more of the important Omega-3s compared to many other brands. Omega 3 is considered one of the most important supplements', 'Every capsule contains 350 mg docosahexaenoic acid (DHA), 550 mg eicosapentaenoic acid (EPA) and 100 mg other omega 3s for maximized health benefits,ADVANCED DELIVERY SYSTEM FOR BETTER ABSORPTION & TO AVOID FISHY AFTERTASTE: Our omega 3 fish oil pills have an enteric coating to help increase your absorption of the essential fatty acids and avoid fishy aftertaste. Enjoy Health Benefits Without Fish Burps!', 'Regular intake may help boost heart health, reduce blood triglycerides levels, lessen joint stiffness and minimize inflammation.', 'Softgel capsules (made of gelatine, glycerine & water). Totally free of binders, fillers or additives.', ""ULTRA-PURE, REFINED FISH OIL: Our fish oil is purified with molecular distillation - one of the few current methods that can purify from heavy metals, PCB's and other toxins to below detectable limits for human consumption. Fast method. Minimal temperature.""]",737,,https://m.media-amazon.com/images/I/71zB25yO0hL._SL1500_.jpg,"[""https://m.media-amazon.com/images/I/71zB25yO0hL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/616xZPrdxDL._SL1080_.jpg"", ""https://m.media-amazon.com/images/I/61-j2S7ISLL._SL1081_.jpg"", ""https://m.media-amazon.com/images/I/61BViVAb4cL._SL1081_.jpg"", ""https://m.media-amazon.com/images/I/61Q3giuDzEL._SL1080_.jpg"", ""https://m.media-amazon.com/images/I/61uPWvgIK4L._SL1081_.jpg"", ""https://m.media-amazon.com/images/I/61KaiRIIWBL._SL1081_.jpg"", ""https://m.media-amazon.com/images/I/51hVg9YlYoL.jpg""]","{""Manufacturer"": ""Amster Labs, Amster Labs"", ""Country of Origin"": ""India"", ""Item model number"": ""WOW_OMEGA3_1"", ""Product Dimensions"": ""7.5 x 6.5 x 12.5 cm; 250 g"", ""ASIN"": ""B0748HQW6C"", ""Packer"": ""Amster Labs"", ""Item Weight"": ""250 g"", ""Item Dimensions LxWxH"": ""7.5 x 6.5 x 12.5 Centimeters"", ""Net Quantity"": ""60.0 count"", ""Included Components"": ""1 Bottle Capsules"", ""Generic Name"": ""Omega 3"", ""Best Sellers Rank"": ""#137 in Health & Personal Care (See Top 100 in Health & Personal Care)   #1 in Omega-3""}"
B095J4TPC6,27347564031,INKULTURE Pill Medicine Organizer Reminder Storage Box 28 Days or 4 Weeks| Plastic | Pack of 1,"[""ORGANIZE YOUR VITAMINS & PILLS FOR 28 DAYS: Imagine how much time you would save if you only needed to organize you medications in your pill box organizer once per 28 days... THEN you'll love how the INKULTURE easy to use monthly pill box."", ""EASY TO READ BOLD LETTERS: You'll love the bold easy to read daily & weekly lettering on the INKULTURE Half monthly pill organizer holder allowing you to easily find and allocate your medications for an entire month. When it comes to your medication organizer we want to make sure you avoid mixing up medication when taking your pills of the day."", 'ONE COMPARTMENT PER DAY: With this large pill organizer, each of the weekly pill organizers have separate divider compartments so you can fit more medication or vitamins. Theres plenty of room for all of your larger size pills so you know that they all fit nicely into each pill case even room left over.', 'PERFECT FOR TRAVEL: You will be able to just pop this vitamin organizer in your purse, suitcase, briefcase or travel bag and never forget your pills again. Each individual lid locks securely tight so you will not be worried of the contents falling out or getting lost.', 'BPA FREE. STRONG AND DURABLE: Airtight Seal and securely locks so pills will not spill out. Our pill reminder is made of rugged and durable translucent plastic. It won’t break easily even if mishandled. This pill holder is the perfect size and weight for everyone and is guaranteed to last you a lifetime.']",195,,https://m.media-amazon.com/images/I/61gb4ZdYhHS._SL1370_.jpg,"[""https://m.media-amazon.com/images/I/61gb4ZdYhHS._SL1370_.jpg"", ""https://m.media-amazon.com/images/I/61ByMJu6pRS._SL1475_.jpg"", ""https://m.media-amazon.com/images/I/61a5IpgaQYS._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71BzdcRVXwS._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/7183zLEJVrS._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71zD3kFPV3S._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61jchotS9pS._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71wmjOBigjS._SL1500_.jpg""]","{""Manufacturer"": ""INKULTURE, INKULTURE"", ""Country of Origin"": ""India"", ""Item model number"": ""28 Days"", ""Product Dimensions"": ""28 x 8 x 2 cm; 120 g"", ""ASIN"": ""B095J4TPC6"", ""Item Weight"": ""120 g"", ""Item Dimensions LxWxH"": ""28 x 8 x 2 Centimeters"", ""Net Quantity"": ""1.00 count"", ""Included Components"": ""01 Pcs Pill Reminder Box""}"
B0CSC1PW4T,4264025031,Boozliv Liver Detox Syrup Supplement For Men And Women Natural And Healthy Fatty Liver Ayurvedic Medicine Herbs Extract Alcohol Deaddiction Tonic Packet Support Digestion-600 Ml(60 X 10Ml Syrup ),"[""Fatty Liver Resolution: Experience a groundbreaking solution for non-alcoholic fatty liver. Boozliv's human trials confirm its ability to effectively combat fatty liver, offering you reliable support in managing and reversing this common condition."", ""Liver Cleanse and Detox: Think of Boozliv as your body's reset button. It's a potent liver detoxifier and tonic, working in harmony to eliminate toxins. The blend of natural ingredients cleanses and rejuvenates the liver, supporting optimal function and contributing to the body's overall detox processes."", ""Alcohol Detoxification: Boozliv can be your vital companion. Its specialized formula supports liver detox and aids recovery from alcohol's damaging effects."", ""Improves Appetite and Easy Digestion: Boozliv's natural ingredients with hepatoprotective properties aid efficient nutrient digestion, potentially easing indigestion symptoms and promoting digestive well-being. Say goodbye to discomfort and hello to improved appetite."", ""Regain Liver Health: Ideal for those with Fatty Liver, Liver Cirrhosis, or an unhealthy lifestyle. Boozliv aims to slow down cirrhosis progression, offering a lifeline for those in the early stages. It's about improving overall liver health and enhancing your quality of life."", ""Tailored for Your Needs: Whether you're dealing with Fatty Liver, Liver Cirrhosis, Indigestion, or on the path to alcohol addiction recovery, Boozliv is tailored for you. Take control of your liver health and embrace a vibrant life.""]",2231,,https://m.media-amazon.com/images/I/51+1vXuVjvL._SL1000_.jpg,"[""https://m.media-amazon.com/images/I/51+1vXuVjvL._SL1000_.jpg"", ""https://m.media-amazon.com/images/I/5132NHs6HRL._SL1004_.jpg"", ""https://m.media-amazon.com/images/I/71UDWE2Gr4L._SL1350_.jpg"", ""https://m.media-amazon.com/images/I/71AbaCI9XpL._SL1350_.jpg"", ""https://m.media-amazon.com/images/I/71iQ-UoufCL._SL1350_.jpg"", ""https://m.media-amazon.com/images/I/71b0VR9SsNL._SL1350_.jpg""]","{""Manufacturer"": ""Vopec Pharmaceuticals (P) Ltd., +91 9940388877"", ""Country of Origin"": ""India"", ""Item part number"": ""VP-00013"", ""Product Dimensions"": ""18.5 x 16.5 x 6 cm; 880 g"", ""ASIN"": ""B0CSC1PW4T"", ""Packer"": ""No 251, 1st Floor, Tiny Sector, 251, New Tiny Sector, Ambattur Industrial Estate, Chennai, Tamil Nadu 600058"", ""Item Weight"": ""880 g"", ""Item Dimensions LxWxH"": ""18.5 x 16.5 x 6 Centimeters"", ""Net Quantity"": ""600.0 millilitre"", ""Best Sellers Rank"": ""#8,172 in Health & Personal Care (See Top 100 in Health & Personal Care)   #426 in Chyawanprash""}"
B0CFHBDDND,4264025031,"KRISHNA'S HERBAL & AYURVEDA Uric Balance Juice 1000 Ml | Balancing Uric Acid Naturally | Power Of Kutki, Adusa, Arand Mool & 6 More Herbs","['Uric Balance juice is a powerful blend of natural ingredients that helps to maintain healthy uric acid levels in the body.', 'It has anti-inflammatory and detoxifying effects.', 'Provide relief in piercing feeling, inflammation and pain in joints.', 'The juice is packed with antioxidants, vitamins, and minerals that help your body maintain internal balance.', 'No added sugar | GMP Certified']",445,,https://m.media-amazon.com/images/I/81rNS17s+-L._SL1500_.jpg,"[""https://m.media-amazon.com/images/I/81rNS17s+-L._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71XJYfCR2PL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71ZkE+6dtCL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71GZVgSDfwL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71ctOWxoWxL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71tfBAlA6gL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71k0Gc+7aAL._SL1500_.jpg""]","{""Manufacturer"": ""Rajputana Agrico Plot no. 1, Heavy Industrial Area, Near, Jodhpur, Rajasthan 342003"", ""Country of Origin"": ""India"", ""Item part number"": ""8906037153233"", ""Product Dimensions"": ""24 x 10 x 10 cm; 1.14 kg"", ""ASIN"": ""B0CFHBDDND"", ""Item Weight"": ""1 kg 140 g"", ""Item Dimensions LxWxH"": ""24 x 10 x 10 Centimeters"", ""Net Quantity"": ""1000.0 millilitre"", ""Best Sellers Rank"": ""#1,707 in Health & Personal Care (See Top 100 in Health & Personal Care)   #15 in Chyawanprash""}"
B083VFD75Z,18049712031,Nise 100mg - Strip of 15 Tablets,"['Composition: Nimesulide BP 100 mg', 'This product will have minimum 3 months expiry at the time of order dispatch.', 'Dosage: As directed by Doctor', 'Storage Instuctions: Store in a cool place, protected from light & moisture', ""Manufactured/Marketed by: Dr. Reddy's Laboratories Ltd"", 'SCHEDULE H PRESCRIPTION DRUG - CAUTION: Not to be sold by retail without the prescription of a Registered Medical Practitioner', 'Keep out of reach of children']",110.93,,https://m.media-amazon.com/images/I/716kMhLuAYL._SL1200_.jpg,"[""https://m.media-amazon.com/images/I/716kMhLuAYL._SL1200_.jpg"", ""https://m.media-amazon.com/images/I/61hPUfWoSML._SL1200_.jpg"", ""https://m.media-amazon.com/images/I/51Q6zS+Kl9L._SL1200_.jpg"", ""https://m.media-amazon.com/images/I/61e0uAksJVL._SL1200_.jpg""]","{""Manufacturer"": ""Dr. Reddy's Laboratories"", ""Country of Origin"": ""India"", ""Item model number"": ""300026547"", ""Product Dimensions"": ""10 x 7 x 2 cm; 15 g"", ""ASIN"": ""B083VFD75Z"", ""Packer"": ""Dr. Reddy's Laboratories"", ""Item Weight"": ""15 g"", ""Item Dimensions LxWxH"": ""10 x 7 x 2 Centimeters"", ""Net Quantity"": ""15.00 Count"", ""Included Components"": ""Tablets"", ""Generic Name"": ""Tablets""}"
B009YQB4ZG,4264025031,"Kerala Ayurveda Histantin Tablet | Anti-Allergic Ayurvedic Tablet| Non-Drowsy Formula| For Seasonal, Dietary, and Respiratory Allergies| With Amla, Turmeric, and Guduchi| 100 Tablets","['Quantity: 100 Tablets; Item Form: Pills/Tablets/Gulika |', 'Quick relief from allergic symptoms - Get the relief you need with Kerala Ayurveda Histantin Tablet, a natural solution with a blend of herbal ingredients like Indian Gooseberry, Turmeric, Giloy, and Bamboo Silica. This unique formula controls the release of histamines and provides fast relief from common allergy symptoms such as running noses, watery eyes, itchy skin, and hives.', 'Non-drowsy anti-allergic formula- Kerala Ayurveda Histantin Tablet is specifically formulated to provide effective relief without leaving you feeling drowsy. Experience the power of Ayurveda in a non-drowsy formula that will keep you alert and feeling your best.', ""Long-term benefits from allergy flare-ups - Take control of your allergies with Kerala Ayurveda Histantin Tablets. Our unique formula supports your body's natural defenses against allergy flare-ups, providing quick relief and long-term benefits."", 'Single solution for all your allergies - Kerala Ayurveda Histantin Tablet is the perfect solution for allergies, providing complete relief against all types of allergies, including respiratory, dietary, and seasonal. Experience the power of nature in one convenient tablet.', 'Original Ayurveda | 100% Herbal and Natural | No added Fragrance or Colour | Chemical & Paraben Free | No Mineral Oil or Petroleum by-products used', 'Usage: Adults - 2 tablets twice or thrice daily after food or as directed by the physician. For long-term benefits, use consistently for at least four weeks.', 'Note: In case of severe allergic reactions like difficulty in breathing, vomiting, or diarrhea, please get in touch with your physician.', 'Target Audience: All Adults. Original Ayurveda | 100% Herbal and Natural | No added Fragrance or Colour | Chemical & Paraben Free | No Mineral Oil or Petroleum by-products used']",500,,https://m.media-amazon.com/images/I/51N0yMGOOtL._SL1500_.jpg,"[""https://m.media-amazon.com/images/I/51N0yMGOOtL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61WsWgL9ycL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61gQn3U17bL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71UYvRToOUL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61ZuwxgAGiL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/610w5q3w+6L._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61xlfy0xZoL._SL1500_.jpg""]","{""Manufacturer"": ""Kerala Ayurveda Ltd, Kerala Ayurveda Limited - Athani Post, Aluva, Ernakulam District, Kerala \u2013 683585. Contact No : +91-484-2476301"", ""Country of Origin"": ""India"", ""Item model number"": ""F2TAA0512"", ""Product Dimensions"": ""10 x 6 x 11 cm; 48 g"", ""ASIN"": ""B009YQB4ZG"", ""Packer"": ""Kerala Ayurveda Limited - Athani Post, Aluva, Ernakulam District, Kerala \u2013 683585. Contact No : +91-484-2476301"", ""Item Weight"": ""48 g"", ""Item Dimensions LxWxH"": ""10 x 6 x 11 Centimeters"", ""Net Quantity"": ""100 count"", ""Included Components"": ""Kerala Ayurveda Histantin Tablet - 100 Tablets"", ""Generic Name"": ""Tablet"", ""Best Sellers Rank"": ""#5,840 in Health & Personal Care (See Top 100 in Health & Personal Care)   #223 in Chyawanprash""}"
B003WR2T5W,27060762031,Himalaya Wellness Pure Herbs Brahmi Mind Wellness |Improves Alertness | Pack Of 60 Tablet,"['Brahmi helps calm the mind, promote clarity of thought, and memory consolidation.', 'Brahmi is used as a memory -enhancing agent from centuries.', 'Brahmi promotes mental health and cognitive skills.', 'Brahmi calms and relaxes mind.']",184,,https://m.media-amazon.com/images/I/61BerNOxseL._SL1500_.jpg,"[""https://m.media-amazon.com/images/I/61BerNOxseL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71vJ+H5EdVL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/716HAF6GKLL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/710eV+qQ4xL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71lZxxs0kGL._SL1500_.jpg""]","{""Manufacturer"": ""Himalaya, The Himalaya Drug Company, Makali, Bengalure, 562162; 1-800-208-1930"", ""Country of Origin"": ""India"", ""Item model number"": ""8901138501679"", ""Product Dimensions"": ""8.38 x 5.59 x 4.06 cm; 46 g"", ""ASIN"": ""B003WR2T5W"", ""Packer"": ""The Himalaya Drug Company, Makali, Bengalure, 562162; 1-800-208-1930"", ""Item Weight"": ""46 g"", ""Item Dimensions LxWxH"": ""8.4 x 5.6 x 4.1 Centimeters"", ""Net Quantity"": ""60 count"", ""Included Components"": ""60 tablets 60NOS"", ""Generic Name"": ""BRAHMI"", ""Best Sellers Rank"": ""#852 in Health & Personal Care (See Top 100 in Health & Personal Care)   #1 in Brahmi""}"
B09T9GHJ5L,27347564031,"COZY nose - Pill Medicine Organizer Storage Box with 8 Compartments - Moisture Proof, Made of Food Grade Cereal Fiber, BPA free Wheat Straw Material, Ideal for Travel, Pocket, Purse, Daily Pill Case, Portable Medicine Vitamin Holder Container - 1 Pc (White)","['HIGH QUALITY MATERIAL: Every pill case is made from high quality cereal fiber and food grade pp material, BPA free, very sturdy and has better stability, more suitable for storing pills.', 'MOISTURE PROOF & PROTECT PILLS: With the thickened silicone ring surrounded, can keeps your travel pill case closed tightly and prevent your pill from moisture and dust, so you can take fresh pills every day and say goodbye to damp pills.', 'DOUBLE LOCK & REMOVABLE LIDS: Removable lids design is convenient for you to clean the pill case and refill the pills. Each compartment with inner lids and outer lock, effectively keeps the pills from falling out and getting mixed. The outer lock can closed tightly, no worry that the case will open in your purse.', '8 COMPARTMENTS: The pill organizer has 8 compartments (6+2), 6 small compartments for little pills and 2 large compartments for large vitamins and capsules.', 'PORTABLE SIZE & FOR TRAVELING: Size of this portable pill box is 4.33x3.54x1.2 inch, can be easily put in your purse, suitcase, backpack, handbag, or your coat pocket, without taking up space, very convenient for a trip!']",284,,https://m.media-amazon.com/images/I/71GQ2AqsPMS._SL1500_.jpg,"[""https://m.media-amazon.com/images/I/71GQ2AqsPMS._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61CjFsLgU2L._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71ktVEvZnsL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/712+MH49NVL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71yL+K7g-8L._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71Yasdqjx1L._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/819x54+V+QL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/41de4j9uJyL.jpg"", ""https://m.media-amazon.com/images/I/71ktVEvZnsL._SL1500_.jpg""]","{""Manufacturer"": ""TRIPLEX, herbalbrews11@gmail.com"", ""Country of Origin"": ""India"", ""Item part number"": ""CN"", ""Package Dimensions"": ""10.8 x 8.5 x 3.5 cm; 70 g"", ""ASIN"": ""B09T9GHJ5L"", ""Packer"": ""herbalbrews11@gmail.com"", ""Item Weight"": ""70 g"", ""Net Quantity"": ""1.00 count"", ""Included Components"": ""8 Compartment Pill Box""}"
B09TBD6WV3,27060736031,"DABUR Arjuna Tablets - 60 Tabs | Promotes Heart Health | Manages Cholesterol Level | Promotes Healthy Metabolism,Pack of 1","['Promotes Heart Health: Arjuna supports healthy functioning of heart muscles .', 'It protects heart against oxidative stress induced damage, & helps maintain healthy lipid levels', 'Promotes good cholesterol: Arjuna promotes good cholesterol in the body and helps lower bad cholesterol', 'Promotes Healthy metabolism: Arjuna boosts metabolic functions of the body, which helps in improving overall quality of life, helps in providing one with more energy']",204,,https://m.media-amazon.com/images/I/71HsoGKgeXL._SL1500_.jpg,"[""https://m.media-amazon.com/images/I/71HsoGKgeXL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71xFKnGZ0YL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71CZP4AtlUL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/81UtAFucq3L._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/81yr4SPWXuL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/81ELYS0KI0L._SL1500_.jpg""]","{""Manufacturer"": ""Dabur India Ltd., 22, Site IV, Sahibabad (U.P.)- 201010"", ""Country of Origin"": ""India"", ""Item model number"": ""FR173060"", ""Product Dimensions"": ""5.4 x 1.5 x 9.5 cm; 34 g"", ""ASIN"": ""B09TBD6WV3"", ""Packer"": ""22, Site IV, Sahibabad (U.P.)- 201010"", ""Item Weight"": ""34 g"", ""Item Dimensions LxWxH"": ""5.4 x 1.5 x 9.5 Centimeters"", ""Net Quantity"": ""60 count"", ""Generic Name"": ""Pure Herb Tablets"", ""Best Sellers Rank"": ""#3,030 in Health & Personal Care (See Top 100 in Health & Personal Care)   #6 in Arjuna""}"
B002WIOCW0,11364765031,Himalaya Herbals Triphala - 60 Capsules,"['Ensures smooth peristalsis and improves gastric emptying', 'Improves the stool frequency and consistency', 'Cleanses and tones the gastrointestinal tract', 'Improves quality of life']",180,,https://m.media-amazon.com/images/I/71ISm4vdAYL._SL1488_.jpg,"[""https://m.media-amazon.com/images/I/71ISm4vdAYL._SL1488_.jpg"", ""https://m.media-amazon.com/images/I/61vbxpGF9WL._SL1325_.jpg"", ""https://m.media-amazon.com/images/I/51CAu1EKKxL._SL1000_.jpg"", ""https://m.media-amazon.com/images/I/61TC2VQDUBL._SL1338_.jpg"", ""https://m.media-amazon.com/images/I/71uLs+SxoBL._SL1372_.jpg"", ""https://m.media-amazon.com/images/I/615LLM4w07L._SL1304_.jpg""]","{""Manufacturer"": ""Himalaya, Himalaya Wellness Company, Makali, Bangalore - 562162, Karnataka, India"", ""Country of Origin"": ""India"", ""Item model number"": ""8901138501815"", ""Product Dimensions"": ""20 x 20 x 20 cm; 27 g"", ""ASIN"": ""B002WIOCW0"", ""Packer"": ""The Himalaya Drug Company, Makali, Bengalure, 562162; 1-800-208-1930"", ""Importer"": ""Himalaya Wellness Company, Makali, Bangalore - 562162, Karnataka, India"", ""Item Weight"": ""27 g"", ""Item Dimensions LxWxH"": ""20 x 20 x 20 Centimeters"", ""Net Quantity"": ""60 count"", ""Included Components"": ""60 tablets 60NOS"", ""Generic Name"": ""TRIPHALA"", ""Best Sellers Rank"": ""#733 in Health & Personal Care (See Top 100 in Health & Personal Care)   #1 in Triphala""}"
B006FE0E1K,11364764031,Himalaya Herbals Gokshura - 60 Capsules,"['Gokshura(Tribulus Terrestris) is known to help improve stamina and vigour.', 'Supports healthy testosterone levels and helps boost performance', 'Helps improve desire and drive, which subsequently improves performance.', 'Helps increasing strength and stamina as it helps overcome fatigue during workout', 'Herbal Extract : Made with Authentic 250Gm of pure Gokshura fruit extract.']",212,,https://m.media-amazon.com/images/I/616jBNbzrPL._SL1200_.jpg,"[""https://m.media-amazon.com/images/I/616jBNbzrPL._SL1200_.jpg"", ""https://m.media-amazon.com/images/I/81Z7ZtamxeL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71MVHaetA2L._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71KUI4OsOJL._SL1200_.jpg"", ""https://m.media-amazon.com/images/I/61J-UbKDZuL._SL1200_.jpg""]","{""Manufacturer"": ""Himalaya Wellness Company, Himalaya Wellness Company, Makali, Bangalore - 562162, Karnataka, India"", ""Country of Origin"": ""India"", ""Item model number"": ""1030"", ""Product Dimensions"": ""4 x 4 x 5 cm; 50 g"", ""ASIN"": ""B006FE0E1K"", ""Packer"": ""Himalaya Wellness Company, Makali, Bangalore - 562162, Karnataka, India"", ""Importer"": ""Himalaya Wellness Company, Makali, Bangalore - 562162, Karnataka, India"", ""Item Weight"": ""50 g"", ""Item Dimensions LxWxH"": ""40 x 40 x 50 Millimeters"", ""Net Quantity"": ""60 count"", ""Included Components"": ""60 tablets 60NOS"", ""Generic Name"": ""Tablet"", ""Best Sellers Rank"": ""#488 in Health & Personal Care (See Top 100 in Health & Personal Care)   #1 in Gokshura""}"
